slug,title,Year,link,blurb,School name,Helpers,Head
I5,Grimm State of Mind,2018,https://www.amazon.co.uk/Grimm-State-Mind-T-Cooks/dp/1977579574/ref=sr_1_81?qid=1579807037&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-81&text=T.M.+Cooks,"The October half-term is as always wet and grey, but for a group of teenagers thrown together on a drama project, it’s a time to discover who they are, and find a way to take their next steps in a world filled with uncertainty. Each have their own ‘backstories’ and motivation and like the characters they play, must find a way of letting go and moving on. It’s Wednesday already and the performance will take place on Friday evening. Dylan’s mum is in hospital and he’s only doing this because she wants him to. Doris has been given a week respite by her newly appointed social worker, and Damon has only joined in the project to work off the cost of replacing the plate glass he smashed at the theatre. Patricia and Delius are as usual palmed off anywhere that is handy for their parents. Somehow they must pull together to form the ‘Hansel and Gretel’ company and create the best performance yet for their director Anthony. There is a deeper and more mysterious narrative played out on stage. Obsessions and tragedy, both unseen and unspoken, and the ‘Magic of Theatre’ grips the very heart of the production. The startling similarities of protagonists and Director are interwoven in this narrative delight. What is happening to the Towns of Stoke-On-Trent? How are Anthony’s obsessions affecting the real world. Who are the unseen? And will the characters on stage resolve their own inner conflicts. The curtain calls....What wonder lurks behind?",Special,"[' Keele University and White Waters Writers for this wonderful opportunity to collaborate and create, for sharing their methodologies and supporting us through the process of writing this book.', ' Dr Yvonne Skipper ', ' Joe Reddington', ' Phoebe Gill']",#N/A
Fife2018,Gemini,2018,https://www.amazon.co.uk/Gemini-T-M-Cooks/dp/1721541675/ref=sr_1_48?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-48&text=T.M.+Cooks,The star sign ‘Gemini’ means twin. But Summer and Holly are not that similar….,Queen Anne High School,"[' Dr Joe Reddington', ' Ruth McFarlane', ' Angela Malcolm', ' The QAHS English Department', ' Emma Airnes and the QAHS Art Department', ' Jonny Main', ' David Arnott', ' Kerry Gibson']",Yes
watford2018,Feud of Fire,2018,https://www.amazon.co.uk/Feud-Fire-T-M-Cooks/dp/1985053764/ref=sr_1_65?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-65&text=T.M.+Cooks,"The year is 2025, the world is in turmoil, Europe has centralized under one great Alliance, the USA has collapsed due to a mixture of its own inflated currency and inability to keep revolutionary forces under control, while the Middle East has formed into one Caliphate and fights for domination of trade. The two great powers have now clashed for complete control of the great well of resources that the now weak USA has to offer.",Watford UTC,"[' Mandy Chalk', ' Sarah Hargan', ' Emma Loveland', ' Kim Pendred', ' Andree Quidder', ' Paul Quinn']",Yes
WaPr2018,Duplicated,2018,https://www.amazon.co.uk/Duplicated-T-M-Cooks/dp/1983895490/ref=sr_1_66?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-66&text=T.M.+Cooks,The year is 2068. Humanity has fallen. A tyrannical dictator has resorted to duplicating the citizens of Stoke-on-Trent. The fate of the city rests upon five teenagers and their clones. Only one thing lies between them and their freedom - the wall.,Walton Priory Middle School,"[' Rosie Kent', ' Grace Cole', ' Juliette Lowe', ' Richard Seymour']",Yes
Keele17Trentham,The Girl with Two Names,2018,https://www.amazon.co.uk/Girl-Two-Names-T-Cooks/dp/1548715239/ref=sr_1_85?qid=1579807037&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-85&text=T.M.+Cooks,"There is trouble in Stoke-on-Trent… They’re just normal teenagers , living a normal life , until the unthinkable happens in their small town. People are going missing , which is causing chaos throughout the country. No one knows who , what or how these disappearances are happening. The mystery reeks with possibilities and high levels of danger. With the Government left in panic , it is up to the four teens to stop the disappearances and save the city. Can they stop it in time? Four friends One black book And a girl with two names…",Special,"[' Renu Jandu', ' Daniel Boatwright', ' Mrs Robinson ', ' Dr Blencowe ', ' Mrs Gaunt ', ' Miss Worthington', ' Miss Bowler', ' Mr Morris']",#N/A
Shaftsbury2018,Mystery of the magic portal,2018,https://www.amazon.co.uk/Mystery-Magic-Portal-T-M-Cooks/dp/1721928383/ref=sr_1_46?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-46&text=T.M.+Cooks,"There's a mystery, a secret, for only the bravest people or creatures to uncover. A journey of betrayal, friendship and many other things. Meet the heroes and the villains in the most secret of classrooms. You will meet mysterious werewolves, evil villains, baby and adult zombies and even a vampire! Can you uncover the mystery of the secret classroom?",Special,"[' Greg Marshall', ' Liam Barlow', ' Jayne Simcock', ' John Long', ' Clare Browne', ' Amy Sadler-Rhodes', ' Charlotte Lawton', ' Amy Lea', ' Kirsty Steele']",#N/A
theoaks2018,The Other Side,2018,https://www.amazon.co.uk/Other-Side-T-M-Cooks/dp/1717233619/ref=sr_1_55?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-55&text=T.M.+Cooks,Two worlds were about to collide... sending both into chaos. Can anyone save them or are they left to this terrible fate? Explore a world similar to our own. An adventure that holds wonders you could never imagine.,The Oaks Academy,"[' Jenny Small', ' Carol Jones', ' Matthew Basnett', ' Stephanie Bretherton']",
Keele17Discovery,In the Shadows,2017,https://www.amazon.co.uk/Shadows-T-M-Cooks/dp/1548511072/ref=sr_1_84?qid=1579807037&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-84&text=T.M.+Cooks,"‘Cold. Rough. Hard. I am sat here on the floor of a small confined space with no light. I do not know where I am, this is not my bedroom. Why am I here?’ In a dark contemporary setting of Stoke-on-Trent, two teenage boys and five teenage girls embark on a series of quests in hope of finding a missing six year old girl who desperately wants to be back in the care of her foster parents. Will this group of determined teenagers ever find her and those responsible?",The Discovery Academy,"[' Mr French', ' Mr Owen', ' Mr Taylor', ' Miss Ledingham', ' Mrs Cooper', ' Miss Kelly', ' Mr Holdcroft', ' Mrs Adams', ' Miss Griggs', ' Miss Woodings', ' Miss Luby']",
Guru2017,Galley Lane,2017,https://www.amazon.co.uk/Galley-Lane-T-M-Cooks/dp/1548713147/ref=sr_1_86?qid=1579807037&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-86&text=T.M.+Cooks,"A road trip with your teenage friends sounds like a childhood dream. However, when Bittu Singh’s foster dad takes a wrong turn, things go in a deadly direction. Traps, mysterious disappearances and sinister warnings: the very survival of these teenage friends depends on their ability to think fast and navigate through the chaos. Join Bittu and his group of friends as they cheat fate and gamble with their survival against an evil power. Learn about the darker side of the world we live in and how bravery is the only way to conquer it. Moreover, not everyone is who they seem to be...",Guru Nanak Sikh Academy,"[' Eleanor Dixon', ' Rakaya Fetuga', ' Beth Curtis', ' Antonio D\xe2\x80\x99Onofrio']",Yes
KeeleOaks,The Future's Behind Us,2017,https://www.amazon.co.uk/Futures-Behind-Us-T-Cooks/dp/1548927082/ref=sr_1_83?qid=1579807037&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-83&text=T.M.+Cooks,"After being sent away for the summer by their parents, a friendship forms between a group of 5 teenagers who very quickly have to learn to put their full trust into each other. A story unfolds where we learn the quirks and weaknesses of each character. As the group are exploring, they stumble across a time machine which takes them to the future, filled with both a waste land and an beautiful land in the sky, flipping their lives upside down. A romance blossoms, and drama occurs. Will the group escape capture and will the robot and boy live happily ever after?",The Oaks Academy,"[' Dr Yvonne Skipper', ' Dan Boatwright', ' Donna Wakefield', ' Nick Garnett', ' Mrs Carol Jones', ' Mrs Karen Smith', ' Mrs Lynn Johnson', ' Miss Sarah Pearson', ' Miss Laura Bailey', ' Mr Stephen Small', ' Mr Steven Moran', ' Mrs Nicola Hill']",
qe2017,The Unseen,2017,https://www.amazon.co.uk/Unseen-T-M-Cooks/dp/1548619965/ref=sr_1_87?qid=1579807037&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-87&text=T.M.+Cooks,"An outcast, a rich girl, a nerd and a crazy teacher; all trapped in a boarding school. The portal has been opened… a lot of things can happen over a week at Aberdeen Boarding School. A battle between good and evil leads to catastrophic consequences. The fight of the souls will ruin friendships. Will these four teenagers be able to figure out the ungodly secrets of the place they once knew as Aberdeen Boarding School? DEATH, CEMETARIES and EVIL arise at the immoral faculty.",Queen Elizabeth’s Girls' School,"[' Mrs Arnold ', ' Mrs Aldridge ', ' Mrs Shipton']",Yes
LDEUTC-2,Ashes,2017,https://www.amazon.co.uk/Ashes-Tim-Cooks-ebook/dp/B06XFJP6WR/ref=sr_1_8?Adv-Srch-Books-Submit.x=50&Adv-Srch-Books-Submit.y=12&__mk_en_GB=%C3%85M%C3%85Z%C3%95%C3%91&field-dateyear=2017&qid=1635938025&refinements=p_27%3ACooks%2Cp_28%3Aashes&s=books&sr=1-8-catcorr&unfiltered=1,"Ascending upward.
Her last breath issued.
Demise and nothing substandard. Unwelcome and unfortunate she shook.
Goosebumps split her skin, exposing her pedigree.
Diana knew she had to save the damned world. Armageddon.
Watching her mother losing grip from her sentience.
Involuntary and unnatural corruption consumes her. ",London Design and Engineering UTC,"[' Natalie M Kelly', ' Charlotte Parker', ' Carol-Anne Bashford', ' Christopher Oakes', ' Yvonne Skipper ', ' Daniel Boatwright']",Yes
LDEUTC-1,Ashes,2017,https://www.amazon.co.uk/gp/product/1544121415/ref=dbs_a_def_rwt_hsch_vapi_tu00_p1_i5,"Ascending upward. Her last breath issued. Demise and nothing substandard. Unwelcome and unfortunate she shook. Goosebumps split her skin, exposing her pedigree. Diana knew she had to save the damned world. Armageddon. Watching her mother losing grip from her sentience. Involuntary and unnatural corruption consumes her.",London Design and Engineering UTC,"[' Natalie M Kelly', ' Charlotte Parker', ' Carol-Anne Bashford', ' Christopher Oakes', ' Yvonne Skipper ', ' Daniel Boatwright']",Yes
UCLAN2017,A Sketch of Smoke,2017,https://www.amazon.co.uk/gp/product/1542549183/ref=dbs_a_def_rwt_hsch_vapi_tu00_p1_i6,"George Rollins just wants to play his games. And sharing a cabin with three other kids is not his idea of fun. To make matters worse, one of his cabin mates seems a bit batty. Will he ever make friends here? Bruce Thompson lives to the constant toll of his mother’s bell. He looks forward to finally getting a break from his mother’s strict rules. Hopefully his sister, Alisha, won’t tell on him. Twins, Lorrie and Terry, bring their hobbies to camp: sketches and photography. And a secret between them could change the whole weekend. Tensions spark with each activity. How will camp end?",University,"[' Matthew Davies', ' Angela Kilpatrick', ' Andrew Churchill', ' Joe Reddington']",#N/A
lde-c,The D.O.T.,2017,https://www.amazon.co.uk/D-T-T-M-Cooks/dp/1979598355/ref=sr_1_72?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-72&text=T.M.+Cooks,"I would be saying in a time and place but time is messed up. Ruby, Betty and Bob have destroyed the D.O.T. and they need to get the crystals that make up the D.O.T. But unfortunately, there are others who want to claim the D.O.T as their own. The crystals are scattered across the world. Will they be able to make the D.O.T in time before time is completely destroyed? Will Ronald Quack get the power to take over world? Will Tyrone get his happy ever after, after everything he has done?",London Design and Engineering UTC,['Unknown helpers'],Yes
Keele17BeMoreCreative,Amora,2017,https://www.amazon.co.uk/Amora-T-M-Cooks/dp/1547121033/ref=sr_1_90?qid=1579807037&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-90&text=T.M.+Cooks,"In a dismal flat in suburban London, shy, outcast, countryside-born Jac struggles with his new-found independence. No job, few friends and living on benefits, Jac refuses to give up his city dream. A series of events leads Jac down a road of misery and into the world of Amora. Jac drifts between this magical world and his own, struggling to distinguish which is real. As Jac searches to keep his independence in one world, a battle looms in the other.",University,"[' Matt Coombe-Boxall', ' Lisa McWilliams', ' Danielle Farmer', ' Keele University', ' Phoebe Gill', ' Squirrels']",#N/A
lde-s,ROYAL MURDER,2017,https://www.amazon.co.uk/Royal-Murder-T-M-Cooks/dp/1979617902/ref=sr_1_76?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-76&text=T.M.+Cooks,"In a world where the people pay the government tax, people try to avoid the payment which results in them having severe punishments. Join Sahir in a plan from when he tries to become successful but discovers that people of higher status keeping deep secrets on his journey and also meeting these people with stories which lead to bad consequences.",London Design and Engineering UTC,['Unknown helpers'],Yes
LDE,Identity Thief,2017,https://www.amazon.co.uk/Identity-Thief-T-M-Cooks/dp/1979585490/ref=sr_1_74?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-74&text=T.M.+Cooks,"In Miami... Jayden and Donald have been Enemies since childhood, due to an argument that turned sour. When Jayden finds out that Donald had the latest pair of trainers, he felt he had no other choice but to steal them for himself. Unaware of the consequences he would end up with...",London Design and Engineering UTC,['Unknown helpers'],Yes
HW2017Book2,The Disaster at Ryde Orphanage,2017,https://www.amazon.co.uk/Disaster-at-Ryde-Orphanage/dp/1979343357/ref=sr_1_80?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-80&text=T.M.+Cooks,"In the orphanage, no one is safe... James Prince, the fourteen-year-old living in an orphanage for boys is the hero of the story while Maggie is the owner of the orphanage and the mastermind of a truly evil plot. Only James, with the help of his best friend, Teddy, and detective Mark Wright can save the lives of many adults. Their fate lies in his hands. Can James and Mark save the day after the disaster at Ryde Orphanage for Boys, or will they be caught in the act?",Hinchley Wood Secondary School,"[' Richard Seymour ', ' Mr B Bartlett', ' Mrs M Cachia', ' Mrs L Mc.Donald', ' Mrs C Green', ' Mrs K Cullen', ' Mr A Griffiths', ' Mr M Robson']",Yes
SUTH2017,The Mystery of the Purple Planet,2017,https://www.amazon.co.uk/Mystery-Purple-Planet-T-M-Cooks/dp/1981387234/ref=sr_1_67?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-67&text=T.M.+Cooks,"In the Victorian era, a group of detectives reveal the secrets of the Purple Planet. The past has been unraveled and will come back to haunt them. The Queen has been captured by an evil slug that was once human. Jamie discovers the secret but no one will believe him. Who will be the hero? Will they save the queen? Will they do it in time? Read on to find out...",Sutherland Primary Academy,"[' Emma Morris', ' Wendy Durber', ' Charlotte Locker', ' Holly Norcop', ' Richard Seymour']",Yes
lde-m,The Difference Between Me and You,2017,https://www.amazon.co.uk/Difference-Between-Me-You/dp/1979587787/ref=sr_1_78?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-78&text=T.M.+Cooks,"In the year 2017, Sam Smith is a transgender girl that moves from a previous school to have a fresh start in a school in London. She leaves her old school, friends, teachers and makes the brave move to Enrich Academy. Whilst she is at the school, she battles with depression, bullies and losing the love of her life who is also her best friend.",London Design and Engineering UTC,['Unknown helpers'],Yes
LDEUTC-4,The Stranger,2017,https://www.amazon.co.uk/Stranger-Tim-Cooks-ebook/dp/B06XG6V1KH/ref=sr_1_4?Adv-Srch-Books-Submit.x=0&Adv-Srch-Books-Submit.y=0&__mk_en_GB=%C3%85M%C3%85Z%C3%95%C3%91&qid=1635938198&refinements=p_27%3Acooks%2Cp_28%3Athe+stranger&s=books&sr=1-4&unfiltered=1,"It's the year 2000. A boy named Wally is born in North Virginia. For 14 years he has lived a lie. What will he find out? What has his father kept from him all these years? How do the secrets affect his life?

Wally suffers from flashbacks as he tried to find out the truth ... and who is The Stranger? ",London Design and Engineering UTC,"[' Natalie M Kelly', ' Charlotte Parker', ' Carol-Anne Bashford', ' Christopher Oakes', ' Yvonne Skipper ', ' Daniel Boatwright']",Yes
HW2017Book1,STRANDED!,2017,https://www.amazon.co.uk/Stranded-T-M-Cooks/dp/1979437238/ref=sr_1_79?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-79&text=T.M.+Cooks,"It’s winter, 1940. The Clarkes are an average family, going to their father's war posting in Italy. However, when their pilot deliberately crashes their private plane, things take a turn for the worse. Troy, the dad, becomes stranded on an island with his son, Michael. Sophie, the mum, also becomes stranded on a separate island with her two daughters, Mae and Lilly. Both groups, completely stranded. Will the Clarkes get their revenge? Will they ever escape? How will the family deal with being separated? But the biggest question of all, will they make it home...alive?",Hinchley Wood Secondary School,"[' Richard Seymour ', ' Mr B Bartlett', ' Mrs M Cachia', ' Mrs L Mc.Donald', ' Mrs C Green', ' Mrs K Cullen', ' Mr A Griffiths', ' Mr M Robson']",Yes
alexpark2017,The Dark Truth,2017,https://www.amazon.co.uk/gp/product/1544618344/ref=dbs_a_def_rwt_hsch_vapi_tu00_p1_i2,"Jaspar Chapman has been to hell and back in these last couple of months. When he found out his sister, Georgie, was murdered in a hit and run manslaughter, he is determined to find out who killed his sister. Milly Edison has been trying to help her father, Joshua, who got lung cancer from his work. But, Milly can’t cope; she faced a similar difficulty when her mother died. So she then makes the biggest mistake of her life and it is all uncovered by a witness, but no-one knows if this mysterious man is telling the truth. Joshua takes his boss to court, but will it all go to plan for him and Milly? Will Joshua die? And will Jaspar take revenge for his sister?",Alexandra Park School,"[' Melissande Box', ' Almas Syed', ' Sam Willis', ' Rebecca Sands', ' Nick Cirkovic', ' Winnie Parsons', ' Lisa Clarke', ' Kathryn White', ' Netzmi Hasan', ' Nathan Richardson']",Yes
LDEUTC-2,What If?,2017,https://www.amazon.co.uk/gp/product/1544122012/ref=dbs_a_def_rwt_hsch_vapi_tu00_p1_i3,"Jump into the wild life of Natasha English, a young, preppy American teen. She has a nice life, a good house, and is quite happy, but it all goes wrong when she is struck in the chest by Mike. She gets a strange illness which killed her mother, and shoulders the pain alone, while her doctor, who realizes her dilemma, milks her for money. Does Natasha get better? Will it stay secret? Will she get into University? All will be revealed in the thrilling tale of “What if?”",London Design and Engineering UTC,"[' Natalie M Kelly', ' Charlotte Parker', ' Carol-Anne Bashford', ' Christopher Oakes', ' Yvonne Skipper ', ' Daniel Boatwright']",Yes
LDEUTC-3,The Perfect Life,2017,https://www.amazon.co.uk/Perfect-Life-Tim-Cooks-ebook/dp/B06XH5YS4Q/ref=sr_1_1?keywords=Cooks+%22The+Perfect+Life%22&qid=1635938101&s=books&sr=1-1,"Life was perfect for Aqua, she had a loving father, a best friend anyone could ask for, and she was the top of her class in every subject. She lived in one of the biggest houses in town. She had everything she ever could have wanted. But with big exams on the way, stress was beginning to pile up on her, and everything began to fall apart. Nothing can be perfect forever… Can it?",London Design and Engineering UTC,"[' Natalie M Kelly', ' Charlotte Parker', ' Carol-Anne Bashford', ' Christopher Oakes', ' Yvonne Skipper ', ' Daniel Boatwright']",Yes
SA2017year7,In the Shadows Where They Lie,2017,https://www.amazon.co.uk/Shadows-Where-They-Lie/dp/1979897255/ref=sr_1_70?qid=1579807589&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-70&text=T.M.+Cooks,"Mohammed and his younger brother Oliver have been through a lot together. Not only have they lost their parents, they are living in an unfamiliar country, displaced from their own. After being adopted by a man who lives right next to a creepy old house and meeting their new friend Mike, strange noises encourage the three kids to explore. …But will they make it out alive?",The Sutton Academy,"[' Mr Lovelady', ' Mrs Worrall', ' Mrs Twist', ' Miss Barker', ' Miss Fairfax', ' Mrs Sherman - For allowing the project to take place.', ' Laura Bunyan', ' Adam Steiner']",Yes
Keele17Ormiston,The Light In The Shadows,2017,https://www.amazon.co.uk/Light-Shadows-T-M-Cooks/dp/1548927155/ref=sr_1_82?qid=1579807037&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-82&text=T.M.+Cooks,"One bracelet; one big problem. Five friends; two weeks. It’s 2067 and Stoke is in danger. Archie returns home to find a strange bracelet in his dead grandma’s jewellery box. They fight over it, breaking it, opening a portal for all types of entities to escape and putting an end to Veronica’s immortality. Will they save the city before it is too late and it's overrun by chaos?",Ormiston Horizon Academy,"[' Richard Seymour', ' Holly Jukes', ' Lisa Ackley', ' Julie Pascall', ' Alex Sparrow', ' Louise Collinge']",
